,age,job,marital,education,default,housing,loan,contact,month,day_of_week,duration,campaign,pdays,previous,poutcome,emp.var.rate,cons.price.idx,cons.conf.idx,euribor3m,nr.employed,y
2493,24,student,single,professional.course,no,unknown,no,cellular,aug,wed,230,4,1638,-2,nonexistent,-3.296690083025106,93.5594248267659,-33.929467388497464,0.7857124496569539,5013.120392847692,no
2494,49,technician,single,professional.course,no,no,no,cellular,nov,tue,391,1,108,1,failure,-3.362733756027026,92.87951605565189,-30.16386421258045,0.8669727605063515,5017.316149090792,yes
2495,61,admin.,unknown,unknown,no,no,no,cellular,jul,thu,425,2,343,1,success,-2.5592828660099087,92.78735028646219,-31.009075721338572,0.7282715394624095,5008.208087224052,no
2496,55,admin.,married,high.school,unknown,no,no,cellular,jul,thu,281,1,18,1,failure,-3.0846696010482186,93.45356512976352,-35.20850907092312,0.6484925876349965,5016.94768593612,yes
2497,31,admin.,unknown,high.school,no,yes,no,cellular,sep,tue,107,2,747,0,nonexistent,-2.954617460469293,92.69170988323086,-26.131349851468784,0.6550954266682396,5015.169824091027,yes
2498,75,blue-collar,married,unknown,no,yes,no,cellular,jul,thu,513,1,799,0,nonexistent,-3.285072764340181,92.88812890546754,-26.988022212117066,0.7286384423867683,5010.857800726523,yes
2499,57,retired,unknown,unknown,unknown,no,no,cellular,sep,tue,356,1,255,1,nonexistent,-1.100397200789629,94.12474849860318,-43.858807884500415,1.0265198256693264,4962.23217842298,yes
2500,58,admin.,unknown,high.school,no,no,no,cellular,jun,thu,665,1,326,1,nonexistent,-1.118278080064996,93.87636513799366,-40.18047329889437,0.77423991198296,4982.582214538134,yes
2501,45,entrepreneur,unknown,unknown,no,yes,no,cellular,sep,wed,391,5,518,1,failure,-1.2816966537122876,93.71663861244667,-34.75990542204488,0.6883517848152448,4998.230812202064,yes
2502,unknown,technician,married,unknown,no,unknown,no,cellular,sep,wed,270,1,-79,0,nonexistent,-2.8243204298772095,92.64797327857553,-27.580939494666524,0.7823914074420307,5001.565471543503,no
2503,unknown,blue-collar,married,unknown,no,yes,no,cellular,sep,thu,345,2,546,1,failure,-1.393811472536953,93.3055673056063,-30.724557945592846,0.7470598686043585,4990.8467782186935,no
2504,46,technician,unknown,unknown,unknown,yes,no,cellular,sep,tue,429,1,914,1,failure,-1.3201880037019453,93.23095780704591,-27.53019377506712,0.6577564755005654,4989.743826836135,yes
2505,47,retired,single,unknown,no,yes,no,cellular,nov,wed,1278,6,613,1,failure,-2.3459972392304684,93.13108116220812,-32.67248266089311,0.9340511148601609,5004.118393067559,yes
2506,42,entrepreneur,married,unknown,no,unknown,no,cellular,sep,tue,274,3,782,1,failure,-1.1010418501327304,93.85337233167232,-37.442370096789176,0.8466549063382498,4969.570160135052,yes
2507,33,management,single,high.school,no,yes,no,cellular,aug,tue,187,2,1047,1,nonexistent,-2.8172543742221094,92.97947977659,-36.94258455345205,0.7690271775726598,5017.557955037773,no
2508,39,technician,married,unknown,no,yes,no,cellular,nov,tue,281,2,756,0,failure,-1.3335111648177826,93.4115332267652,-38.309304375188916,0.7745837419885315,4998.299953031888,no
2509,58,unknown,unknown,unknown,unknown,no,no,cellular,jun,wed,1654,3,1310,1,failure,-1.1049726457486493,94.64917710248314,-46.005400537146286,0.8856913479817781,4974.2418067096505,no
2510,31,retired,married,university.degree,no,unknown,no,cellular,nov,thu,1465,2,1735,-1,nonexistent,-2.055667400582017,93.64537284632222,-36.54020139569583,0.7559450524468682,4998.942801819036,yes
2511,56,technician,married,basic.4y,no,no,no,cellular,sep,wed,185,4,1223,0,nonexistent,-1.664249136418258,93.16146364727909,-29.951819459823582,0.6420026770617203,5009.738408748574,no
2512,24,admin.,single,basic.6y,no,yes,no,cellular,sep,tue,53,3,1154,1,nonexistent,-1.2389484258144279,93.70549243057023,-35.610814651326635,0.7367803458722697,4995.001125942669,no
2513,27,retired,married,professional.course,unknown,no,no,cellular,sep,mon,96,1,597,0,nonexistent,-1.8742833051930496,93.2755950030843,-33.469985164107364,0.6825007842362454,4993.530870241492,no
2514,57,admin.,unknown,professional.course,no,yes,no,cellular,nov,tue,165,2,1334,-1,nonexistent,-3.3933169279478834,91.53289601464625,-23.935513848987753,0.8502337633340605,5023.383881430448,no
2515,82,student,married,university.degree,unknown,no,no,cellular,jun,wed,105,-1,804,2,failure,-1.2177773785864554,94.17851792663767,-43.088594998355205,0.8184976981681307,4993.4107538769895,yes
2516,69,admin.,single,unknown,no,no,no,cellular,sep,mon,376,4,308,2,failure,-1.2265611188810195,93.95717231902847,-38.533780821715894,0.8672061447544697,4984.378194864979,yes
2517,51,blue-collar,unknown,unknown,unknown,yes,no,cellular,may,wed,54,2,952,0,nonexistent,-3.358446882542932,92.47019440735022,-28.113255459260643,0.6614547698941773,5030.615975593064,no
2518,39,blue-collar,married,university.degree,no,no,no,cellular,nov,wed,139,3,854,0,nonexistent,-1.398778863979779,93.49068444897745,-40.89702778192389,0.9676930342872779,4984.02571444155,yes
2519,55,management,single,basic.6y,unknown,no,no,cellular,nov,tue,171,2,122,1,failure,-1.8351841187231697,93.47691417382313,-35.56727124727985,0.7076167822817621,4991.256746132111,no
2520,55,self-employed,married,unknown,no,yes,no,cellular,sep,mon,69,0,175,0,success,-2.059836944094371,92.92641790565973,-31.5406427313951,0.7335935223583414,4999.517382620925,yes
2521,56,admin.,single,high.school,unknown,yes,no,cellular,sep,tue,356,1,240,2,failure,-1.1199726614851215,94.37523513558573,-40.05995859132077,0.6800850260281825,4981.951833701409,yes
2522,28,admin.,unknown,unknown,unknown,no,no,cellular,jun,thu,460,2,755,1,failure,-2.3237832687894526,93.2265657656235,-32.50554427534444,0.6459345491211234,5013.122936827629,no
2523,unknown,unemployed,single,unknown,no,yes,no,cellular,jul,tue,820,4,755,0,nonexistent,-2.9971593823096243,93.0010390541394,-34.07457714023647,0.6649134724626838,5028.16197996669,yes
2524,59,unemployed,unknown,basic.6y,unknown,unknown,no,cellular,nov,thu,129,4,1268,-1,nonexistent,-3.39999454854058,91.20389171270543,-16.516983422385557,0.6340100090884114,5077.585053142854,no
2525,56,technician,unknown,professional.course,no,unknown,no,cellular,may,wed,105,0,1026,-2,nonexistent,-3.2591681091798135,93.18276146001466,-31.647344061972678,0.6956596037453272,5015.378857578864,no
2526,65,services,married,university.degree,unknown,yes,no,cellular,may,mon,221,-2,798,2,failure,-2.9207517660091558,92.95877436678653,-26.333970756028236,0.637738905044989,5020.295956166386,yes
2527,56,retired,unknown,unknown,no,yes,no,cellular,sep,mon,106,1,1001,0,nonexistent,-1.9660520027648742,92.96916270394473,-28.38650529350579,0.636763059874063,5013.963304455253,no
2528,34,retired,single,basic.4y,no,yes,no,cellular,nov,tue,240,3,904,1,failure,-2.977617713265511,92.42606350044575,-28.474219785768618,0.9010984071896033,5006.447907228708,no
2529,26,unemployed,married,unknown,unknown,unknown,no,cellular,jun,tue,164,2,685,0,failure,-1.99252491870445,93.73904945880409,-38.049881612292914,0.6388896187788019,5012.63403588335,yes
2530,25,admin.,unknown,unknown,no,yes,no,cellular,sep,wed,204,2,1508,0,nonexistent,-1.1711697416006386,93.73857268259792,-37.48818510214077,0.9351566559100188,4983.671294483824,no
2531,54,admin.,single,unknown,unknown,no,no,cellular,sep,mon,201,2,385,2,failure,-1.144495408331447,94.11585249918195,-39.62482951390017,0.8882988445856783,4966.57515252629,yes
2532,32,admin.,unknown,unknown,no,no,no,cellular,sep,mon,474,1,506,0,nonexistent,-2.9253341815415217,92.31139005845337,-26.335672853000467,0.6370817958873491,5016.260022664649,no
2533,49,unknown,unknown,unknown,unknown,yes,no,cellular,aug,wed,152,1,578,0,nonexistent,-1.3983402965557818,93.71533567814664,-41.52688342925768,0.9364583411687452,4990.218362707155,yes
2534,56,technician,unknown,university.degree,no,yes,no,cellular,aug,tue,166,2,56,0,nonexistent,-2.8320978070388603,93.38717998376306,-32.20440406188803,0.9437892573083377,4993.420513031064,yes
2535,47,retired,single,university.degree,unknown,no,no,cellular,nov,wed,207,-1,-207,2,success,-2.9555456660864943,93.06894865164261,-35.28369419711974,1.02287586342679,4989.674486995973,yes
2536,unknown,services,married,unknown,unknown,yes,no,cellular,may,tue,83,1,136,2,success,-3.082428190954384,92.97273995787168,-31.92210385593114,0.7466927043980007,5016.1904805403165,yes
2537,38,management,single,high.school,unknown,yes,no,cellular,jun,tue,80,3,700,0,nonexistent,-3.216797300619031,92.72316931384546,-26.04647869219273,0.6462699199111592,5023.827412720746,no
2538,49,retired,unknown,unknown,no,no,no,cellular,may,thu,291,2,26,3,failure,-1.1086643702522676,94.36115811114924,-42.81852715864386,0.658602641427508,4991.111517575818,yes
2539,43,student,single,basic.4y,unknown,no,no,cellular,jun,wed,168,2,427,1,nonexistent,-3.27653811891448,92.75298852345391,-30.75299858700328,0.6457689032844375,5027.270717500335,no
2540,21,unemployed,married,high.school,unknown,yes,no,cellular,may,thu,183,2,1003,0,failure,-1.5779925378711994,93.90512984912698,-38.247719893485666,0.7128279957999791,5000.522600539637,yes
2541,unknown,student,married,university.degree,no,yes,no,cellular,aug,mon,33,1,-157,2,failure,-2.9155657872798297,93.26302545233624,-32.25608204524252,0.7026438338141118,5021.7473566635845,yes
2542,51,retired,married,high.school,no,no,no,cellular,jul,thu,489,2,217,1,nonexistent,-1.3472035072756743,93.86687082541044,-42.03788654476062,0.9063242291216385,4990.85488409066,yes
2543,29,admin.,married,basic.4y,no,no,no,cellular,jun,mon,206,1,1299,-1,nonexistent,-1.1013098567055337,94.68317431834045,-42.944171091300674,0.7970229158839746,4978.811208065269,yes
2544,43,services,married,unknown,no,yes,no,cellular,nov,wed,367,2,745,0,nonexistent,-3.1245763174587493,93.14820381582884,-34.768899895227634,0.7687109658204332,5014.174012597084,yes
2545,unknown,technician,divorced,unknown,no,yes,no,cellular,sep,wed,173,5,534,2,failure,-1.3704683332702654,92.98179552461319,-29.00871571356536,0.6941981278323031,5003.863426944934,no
2546,27,technician,single,basic.4y,no,no,yes,cellular,aug,wed,180,2,621,-1,nonexistent,-3.214747005992997,93.04502260780102,-29.44916147756454,0.9168344892759184,5002.008520682128,no
2547,72,self-employed,married,university.degree,no,no,yes,cellular,sep,thu,468,3,241,1,nonexistent,-1.1742207371834037,94.42381823970575,-41.286143210143635,1.0156068646218335,4954.981084786597,yes
2548,68,student,single,basic.9y,unknown,yes,no,cellular,jul,thu,154,3,1985,0,nonexistent,-1.3049224788544085,94.68698284408119,-43.54568998153637,0.8435523362087514,4984.193458028923,no
2549,31,technician,married,unknown,no,no,no,cellular,nov,wed,160,0,272,0,nonexistent,-1.4621937218332366,93.85069051936256,-39.226391056738684,0.8257857947535592,4996.7579817566875,no
2550,32,admin.,unknown,high.school,no,no,no,cellular,aug,tue,425,4,63,3,failure,-1.2687464578740109,93.77578283575816,-36.7490406390644,0.7364073756784251,4995.176273655933,yes
2551,unknown,admin.,divorced,university.degree,unknown,no,no,cellular,sep,wed,292,2,960,1,nonexistent,-1.1004806389672246,94.83239887881312,-45.745127693905815,0.9303160755351416,4965.008268170242,no
2552,26,student,married,university.degree,unknown,unknown,no,cellular,sep,wed,357,1,919,1,nonexistent,-1.120156011496361,94.36426820770744,-41.6306210002809,0.9177045245266511,4972.911296403339,yes
2553,40,unknown,unknown,basic.9y,unknown,unknown,no,cellular,nov,wed,700,2,1013,1,failure,-2.863066122985053,92.94737786166677,-32.906683148578296,0.6981010540100127,5010.350948718606,no
2554,46,management,single,unknown,no,no,no,cellular,may,wed,211,3,598,1,failure,-1.1105622309478913,94.59259972451757,-42.02612351770891,0.6699448445366957,4982.805111175873,yes
2555,26,admin.,single,university.degree,unknown,yes,no,cellular,sep,thu,173,3,543,0,nonexistent,-1.3736160231273122,93.5836226154272,-35.561879256128094,0.6826313344308559,4994.416886516366,no
2556,unknown,admin.,unknown,unknown,no,yes,no,cellular,may,tue,188,4,718,0,nonexistent,-3.0991842752663956,93.09945724499912,-29.3491181916732,0.6373482611028838,5027.009474545589,yes
2557,28,unknown,single,unknown,unknown,no,no,cellular,sep,tue,848,2,1035,2,failure,-1.1000084457174304,94.8390184703007,-47.04448989993244,0.9301205932341646,4965.717001030663,yes
2558,43,technician,unknown,unknown,no,no,no,cellular,may,wed,592,3,221,1,success,-1.167130715656433,93.96216943755992,-43.68878459164677,0.6500104804748191,4995.83121938707,yes
2559,33,retired,single,unknown,unknown,yes,no,cellular,jun,mon,297,2,326,3,failure,-1.1483112330134633,95.26223209076214,-52.06257331692826,0.800484624659473,4981.94390221436,yes
2560,24,technician,single,unknown,no,yes,no,cellular,jul,thu,1568,4,-85,1,success,-1.1813049032810268,94.05856829166503,-42.11302848519776,0.9390612506743674,4981.336183130578,yes
2561,33,admin.,unknown,professional.course,no,yes,no,cellular,nov,thu,45,-1,851,1,nonexistent,-2.0978604677573394,93.48947099352378,-34.02008630180316,0.7130669727966286,4995.3139094034195,yes
2562,33,self-employed,single,university.degree,no,no,no,cellular,jul,tue,215,3,631,0,nonexistent,-2.907048984228603,92.93054868521172,-26.240120005211296,0.7864527451557779,4999.503839753924,yes
2563,25,retired,single,unknown,no,no,no,cellular,nov,thu,1473,1,372,1,failure,-2.3470606614345506,93.49171858056992,-37.51091635792005,0.9418901795165483,4983.529718734859,yes
2564,84,housemaid,married,unknown,no,unknown,no,cellular,may,thu,25,2,860,-1,nonexistent,-3.3956752414578935,92.23775311199697,-24.355101194614157,0.6346846857878319,5046.202958571482,no
2565,49,retired,single,unknown,no,unknown,yes,cellular,jun,wed,141,1,1028,-1,nonexistent,-3.165599375777611,92.75111207896381,-32.523254725282,0.7495451202008323,5015.747419374668,yes
2566,22,technician,single,university.degree,unknown,yes,no,cellular,nov,thu,273,1,138,0,nonexistent,-1.3857140746127987,93.46187759973937,-36.49178170748638,0.7781851406146096,5004.297825117818,yes
2567,unknown,management,single,university.degree,no,no,no,cellular,jun,tue,298,2,314,1,nonexistent,-1.1008284162621789,94.9350695771109,-48.36136018820103,0.8411691146818103,4967.595474293027,yes
2568,37,blue-collar,married,unknown,unknown,yes,no,cellular,may,mon,162,1,790,1,nonexistent,-2.807450524645078,92.90623410818475,-33.06440814047709,0.6343364150124786,5041.813036289373,yes
2569,unknown,unemployed,single,basic.9y,unknown,no,no,cellular,jul,wed,186,4,1076,1,failure,-2.3387322539994253,93.68253980272011,-36.14235450183344,0.7338504303162932,5004.455068925082,no
2570,77,admin.,unknown,professional.course,no,no,no,cellular,aug,fri,401,1,460,2,failure,-1.2950210514092118,93.91678989337406,-40.00225999958719,0.8799700391850727,4994.792609763215,yes
2571,48,admin.,single,basic.9y,no,no,no,cellular,jul,thu,522,3,380,-1,nonexistent,-3.231618829625752,92.70744342471308,-26.786409706520427,0.6738053282064751,5021.263818764008,no
2572,41,admin.,unknown,university.degree,unknown,no,no,cellular,jul,thu,197,3,715,0,nonexistent,-1.1401098268140708,94.41205950052469,-42.036815160101696,0.9030530944892688,4978.198802594006,no
2573,25,admin.,unknown,unknown,no,no,no,cellular,jul,mon,380,0,612,0,failure,-1.7668040433947363,93.65252936484576,-36.961380214083306,0.8092590348063843,4993.999720808255,yes
2574,46,unemployed,married,unknown,unknown,no,no,cellular,nov,tue,44,2,538,1,failure,-1.1117220529355634,94.52387753875573,-51.0747272387131,0.9648419714530748,4973.398668443189,no
2575,34,admin.,single,unknown,no,unknown,no,cellular,aug,tue,583,1,-363,1,success,-1.1187419872637991,94.62851617884739,-38.06384806907881,0.8273437850046985,4971.6526911209485,yes
2576,42,admin.,single,unknown,unknown,yes,no,cellular,aug,wed,259,1,477,-1,nonexistent,-3.237142329114693,92.36815872290651,-27.63197819077166,0.6739119054585743,5034.264611618908,no
2577,68,admin.,divorced,university.degree,unknown,yes,no,cellular,nov,thu,1111,2,255,3,failure,-1.987865701842413,93.46513770752783,-39.28311575068173,0.6575888478097313,5018.4216287211775,yes
2578,unknown,student,unknown,unknown,no,no,no,cellular,sep,thu,621,3,631,0,nonexistent,-1.9711651992822434,92.9568172749642,-30.553500330379524,0.6982584002760909,5016.208064732049,yes
2579,66,technician,unknown,basic.4y,unknown,no,no,cellular,jul,tue,375,3,1118,0,nonexistent,-2.9541782956816873,93.05544189190124,-30.629028829032627,0.7792463989077801,5000.001773388488,yes
2580,39,student,unknown,unknown,no,yes,no,cellular,nov,tue,218,5,237,1,failure,-2.896518147366694,92.35089096477107,-28.04276229143786,0.7066867560967064,5025.51767506632,no
2581,30,unemployed,single,unknown,no,yes,no,cellular,jun,tue,201,3,333,2,nonexistent,-1.4808987936467222,93.96695304570011,-39.36641923451982,0.657595475471454,5001.257311453808,no
2582,27,admin.,single,university.degree,no,yes,no,cellular,nov,mon,185,4,327,2,failure,-2.398237601218221,92.90925574084278,-32.839555437109254,0.6508850829668581,5017.028344292527,yes
2583,30,management,divorced,university.degree,no,no,no,cellular,jul,wed,219,4,978,0,nonexistent,-1.8077831595937148,93.47509150575677,-36.19636393747616,0.7078519063035243,4990.993791183375,no
2584,40,services,unknown,professional.course,no,yes,no,cellular,may,mon,638,0,-56,2,nonexistent,-1.1729290646203,94.61700593610232,-47.12102009260688,0.7757461378471118,4990.944583687571,yes
2585,24,admin.,single,university.degree,unknown,unknown,no,cellular,sep,wed,94,2,425,1,nonexistent,-1.1005517742643427,93.72958637094847,-42.25267909745928,0.7103979172913935,4986.501311918301,no
2586,39,admin.,unknown,unknown,unknown,no,no,cellular,sep,tue,301,2,1114,1,nonexistent,-1.7603746251792074,93.1437710653279,-29.932246295543095,0.6623900125214509,4999.802487406086,no
2587,47,retired,single,unknown,no,yes,no,cellular,nov,mon,491,2,1598,-5,nonexistent,-3.3776748896638127,91.97648350602289,-27.657021047338844,0.6915376800217563,5031.786777545201,no
2588,31,entrepreneur,unknown,unknown,unknown,yes,no,cellular,jun,mon,47,1,416,1,failure,-2.862688114371409,93.45034531508949,-32.8100988767945,0.6385067095364569,5017.654678876462,no
2589,unknown,services,single,high.school,unknown,no,no,cellular,nov,wed,165,1,1042,0,nonexistent,-2.274968358132523,92.74403084490886,-30.157100055452,0.642177201236425,5019.403535715587,no
2590,74,management,divorced,high.school,no,unknown,no,cellular,jul,tue,268,2,855,1,nonexistent,-1.879505847817831,93.88561662962404,-41.20948998216615,0.8518601470477627,4999.514598506632,yes
2591,29,technician,unknown,unknown,no,yes,no,cellular,aug,fri,24,-1,440,1,nonexistent,-2.0529956836544634,93.34680963680488,-33.84345865309622,0.7198146893470236,4999.73799422393,no
2592,29,technician,single,unknown,no,no,no,cellular,aug,wed,156,3,545,0,nonexistent,-1.7521527043604919,93.89538978538495,-41.39945708558404,0.9124232982520981,4989.785822889485,yes
2593,unknown,entrepreneur,unknown,basic.9y,no,yes,no,cellular,jul,tue,225,2,1076,-1,nonexistent,-1.213788838631542,93.61908534552107,-35.804643528507604,0.7794817952697501,4992.619054391241,no
2594,45,management,married,high.school,unknown,unknown,no,cellular,nov,wed,410,1,616,0,nonexistent,-1.3069131046202234,93.93352474943198,-41.39720023294838,0.9368180435591345,4978.7888742607465,no
2595,52,admin.,married,unknown,no,unknown,no,cellular,jul,mon,49,0,243,0,nonexistent,-3.0311854057482654,92.93347375574334,-29.27212234804469,0.7049123400438715,5012.2429850407525,no
2596,24,management,divorced,unknown,unknown,no,no,cellular,jul,tue,126,5,104,1,success,-1.102925071017887,94.35873684733971,-42.77544366260712,0.8879288918842034,4979.465429122117,yes
2597,45,management,single,unknown,no,unknown,no,cellular,jun,mon,231,2,651,1,nonexistent,-2.9025652729162474,93.05777368238643,-32.242529660804934,0.6602117311130136,5019.51706589838,no
2598,31,admin.,single,unknown,no,yes,no,cellular,jul,tue,400,2,800,2,failure,-1.1010002654352578,95.13029752458824,-47.50772935927405,0.7820633573020399,4969.402731882314,yes
2599,unknown,admin.,married,unknown,no,unknown,no,cellular,sep,wed,370,2,316,0,nonexistent,-1.1031626621519646,94.50076317059379,-43.9458199824586,0.9114891614442532,4961.012276387945,yes
2600,23,admin.,single,unknown,no,no,no,cellular,jul,mon,159,1,392,1,failure,-2.126675636272923,93.42887924690379,-35.26513534089527,0.6782912592047823,5001.709786959069,no
2601,43,admin.,married,unknown,no,yes,yes,cellular,nov,tue,93,1,828,0,nonexistent,-1.692520327979097,93.62954750631887,-36.61202374128437,0.7586723703636635,4995.5850232267685,no
2602,unknown,admin.,married,unknown,no,yes,no,cellular,jun,wed,216,2,551,-1,nonexistent,-2.6914484643514403,92.9051873827673,-29.43748825942744,0.6534322696181111,5011.387382344982,yes
2603,89,retired,married,unknown,unknown,no,no,cellular,aug,fri,355,0,87,2,success,-2.825185291424451,92.74228831029805,-25.980560356225432,0.669706466622612,5009.067162001564,no
2604,25,management,married,unknown,no,yes,no,cellular,jul,mon,214,1,1245,1,failure,-1.160285698864576,94.6966177671113,-41.34055998366388,0.7735899688510796,4973.834861658744,no
2605,37,admin.,single,university.degree,no,no,no,cellular,nov,fri,158,1,366,3,failure,-2.426630500538388,93.07069017138622,-33.78570151628525,0.859218527342666,4994.222122893837,no
2606,unknown,admin.,married,high.school,unknown,no,no,cellular,aug,mon,5,2,901,1,nonexistent,-1.3932996990490683,93.52646587017482,-34.391903247868626,0.9028620002495404,4987.538181886805,no
2607,40,technician,single,professional.course,unknown,yes,unknown,cellular,aug,wed,287,3,1114,-1,nonexistent,-3.1523050983068157,93.25711550629534,-33.21851067018356,0.6512069905190125,5018.6276559231155,no
2608,unknown,retired,single,unknown,no,yes,no,cellular,jun,fri,554,3,1147,-1,nonexistent,-2.744944204913513,93.27974279788366,-33.92427688135202,0.638154080729587,5016.3988388493035,no
2609,61,student,married,unknown,unknown,yes,no,cellular,nov,thu,147,3,555,-1,nonexistent,-1.2204175300419138,93.99199117312612,-41.465298581110275,0.8780468446427694,4981.893853010648,yes
2610,unknown,admin.,single,unknown,unknown,unknown,no,cellular,nov,fri,302,5,1810,-1,nonexistent,-3.2258284905511525,91.90397951589652,-21.37513666034827,0.6368128586040774,5028.03027152454,yes
2611,40,management,married,unknown,no,yes,no,cellular,jul,thu,233,1,719,1,nonexistent,-2.3361513518205133,93.07735492563349,-30.367209644109984,0.6384825557271836,5021.558460196861,no
2612,unknown,admin.,single,unknown,no,yes,no,cellular,sep,wed,239,3,192,1,nonexistent,-1.1001138489229705,94.69125389983297,-45.89770536740196,1.0303733347399588,4952.128116528106,no
2613,43,technician,single,unknown,unknown,unknown,no,cellular,nov,mon,232,2,591,1,nonexistent,-1.1299186672949748,94.52073676818316,-44.92438468099366,1.017166353824712,4971.151593143156,no
2614,57,admin.,unknown,high.school,no,unknown,no,cellular,sep,tue,913,3,461,4,failure,-1.2002776537329085,93.64686148985702,-34.205147129577135,0.6952995707730459,4994.886257849276,yes
2615,27,housemaid,unknown,university.degree,no,no,no,cellular,nov,fri,1374,-1,-419,3,success,-2.9426351644868864,93.36708720034743,-34.350821342451745,0.6992497793794149,4997.994309576691,yes
2616,26,technician,unknown,unknown,no,yes,no,cellular,aug,thu,2863,3,940,0,nonexistent,-2.1329123197272173,93.40295210821516,-30.2429218530526,0.7688443008294781,4999.63341394503,yes
2617,unknown,retired,single,unknown,unknown,yes,no,cellular,jul,wed,334,2,436,2,failure,-1.1078138121847618,94.24423661478563,-40.111003202958734,0.8058312814287069,4969.908958781668,yes
2618,23,management,single,professional.course,no,no,no,cellular,sep,fri,206,2,-245,2,failure,-1.1226797607224848,94.15887258685797,-41.61046663812884,0.8526648929846186,4981.4267583658175,yes
2619,32,student,married,unknown,unknown,no,no,cellular,sep,mon,171,0,323,1,nonexistent,-1.1036737729654145,94.50919307961604,-42.87073561710617,0.7485806848333559,4977.321020719785,no
2620,70,blue-collar,unknown,university.degree,no,yes,no,cellular,may,tue,2761,2,181,1,failure,-2.019663026642848,92.70859264476908,-31.82890989902279,0.6377417506129774,5029.330595120608,yes
2621,unknown,blue-collar,married,unknown,no,no,yes,cellular,nov,mon,330,2,1871,-2,nonexistent,-1.2650225205473413,94.36029683070093,-44.97692408508719,1.0185052239775751,4979.105611596399,yes
2622,54,admin.,married,unknown,unknown,no,no,cellular,may,mon,205,2,1398,2,failure,-1.1647359321986546,94.13141190000813,-40.673800610190526,0.8848752639192726,4986.713594844948,yes
2623,31,services,single,unknown,unknown,yes,no,cellular,nov,thu,396,2,335,2,failure,-3.068809462792566,92.59045607311607,-28.903928925654984,0.6948657166344259,5009.616367381689,yes
2624,24,management,unknown,unknown,no,yes,no,cellular,nov,mon,184,0,334,2,failure,-1.1041932130572936,94.51190851325244,-45.33970247994811,0.9096419241784502,4971.283205715308,yes
2625,51,retired,married,basic.4y,no,yes,no,cellular,nov,thu,224,2,1087,1,failure,-2.4434058092771753,93.25194668897296,-38.00359130672803,0.883977809910302,4999.439187663897,no
2626,24,retired,married,university.degree,unknown,yes,no,cellular,may,wed,221,2,437,1,failure,-3.3927486238840157,91.77468505860743,-23.506963091311764,0.6386141308727414,5053.601002470784,yes
2627,33,self-employed,married,university.degree,no,yes,no,cellular,aug,tue,237,1,-53,2,failure,-2.138732460545741,92.95401781419005,-31.069479857419477,0.7804878344916987,5002.646732432531,no
2628,38,admin.,married,unknown,no,no,no,cellular,may,fri,136,3,838,1,failure,-1.1288940620857826,94.4868166681734,-45.66758173060713,0.9177414978766568,4976.082587162615,no
2629,45,entrepreneur,single,unknown,no,no,no,cellular,aug,thu,142,2,1934,0,nonexistent,-2.977031955251277,92.29911031592911,-27.738645171077756,0.8046286281241053,5014.174164356831,no
2630,73,retired,unknown,university.degree,unknown,yes,no,cellular,nov,tue,418,3,1770,-1,nonexistent,-3.204617369142079,92.57035794147127,-28.910114162821184,0.6566785187383433,5032.182297829601,yes
2631,69,technician,single,professional.course,no,yes,no,cellular,aug,fri,215,2,948,1,failure,-3.3979415609601737,91.69374150209524,-23.71056542392859,0.681259180492718,5036.083035892511,no
2632,65,retired,married,unknown,unknown,yes,no,cellular,nov,tue,280,3,728,-1,nonexistent,-1.5565845372016827,93.77434552000653,-40.46092902941152,0.8771280668717851,4992.652954121206,yes
2633,39,admin.,unknown,university.degree,no,yes,no,cellular,nov,fri,67,3,639,2,failure,-1.7008080793917917,93.66064082876719,-36.61703780361799,0.6676466008742518,4989.803926282528,no
2634,32,housemaid,unknown,professional.course,no,yes,no,cellular,jun,fri,99,2,684,1,nonexistent,-2.479493338191312,93.42553776746969,-34.543680714483344,0.6624765277219151,5003.808387433627,no
2635,56,student,single,unknown,no,yes,no,cellular,may,fri,875,1,1144,0,nonexistent,-2.1329964782322612,93.62073587512886,-37.242200795097055,0.65224304930409,5018.888991038423,yes
2636,unknown,admin.,married,unknown,no,yes,no,cellular,nov,tue,120,1,783,0,failure,-3.397131134962314,92.3766420348415,-27.793551169343797,0.6878173560953091,5030.98322325077,yes
2637,35,blue-collar,single,unknown,unknown,yes,no,cellular,jun,tue,101,1,595,1,nonexistent,-1.1015004685770138,94.62182036542251,-46.59098223633107,1.0022006584139445,4957.912484931263,yes
2638,31,retired,married,high.school,no,unknown,no,cellular,nov,tue,488,2,295,1,failure,-2.484440949094954,93.63982260139714,-36.651839811020004,0.7559719122241834,5016.000632453714,yes
2639,52,retired,married,basic.4y,no,yes,no,cellular,jul,thu,226,4,347,0,nonexistent,-3.2085295964202265,93.12873550777861,-34.75303790705609,0.8165750706527006,5025.206243757379,yes
2640,unknown,admin.,single,high.school,no,yes,no,cellular,aug,wed,247,1,707,0,nonexistent,-3.3016390550321884,92.71957070942503,-27.615526438274372,0.6378584138956311,5032.186631075785,yes
2641,57,admin.,married,unknown,no,yes,unknown,cellular,aug,thu,335,3,656,1,nonexistent,-1.1001901987295284,95.08673760294909,-45.83355359138308,0.934707868621304,4962.512499869817,no
